Played,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Team,Opposition,HomeAway,Result,MatchPoints,Points,GF,GA,GD,W,D,L,Season,League
26,F1,2019-02-24,Monaco,Lyon,2.0,0.0,H,Monaco,Lyon,H,W,3,25,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
27,F1,2019-03-02,Angers,Monaco,2.0,2.0,D,Monaco,Angers,A,D,1,26,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
28,F1,2019-03-09,Monaco,Bordeaux,1.0,1.0,D,Monaco,Bordeaux,H,D,1,27,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
29,F1,2019-03-15,Lille,Monaco,0.0,1.0,A,Monaco,Lille,A,W,3,30,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
30,F1,2019-03-31,Monaco,Caen,0.0,1.0,A,Monaco,Caen,H,L,0,30,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
31,F1,2019-04-06,Guingamp,Monaco,1.0,1.0,D,Monaco,Guingamp,A,D,1,31,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
32,F1,2019-04-13,Monaco,Reims,0.0,0.0,D,Monaco,Reims,H,D,1,32,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
33,F1,2019-04-21,Paris SG,Monaco,3.0,1.0,H,Monaco,Paris SG,A,L,0,32,1.0,3.0,-2.0,0,0,1,2018-19,Ligue 1
34,F1,2019-05-01,Rennes,Monaco,2.0,2.0,D,Monaco,Rennes,A,D,1,33,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
35,F1,2019-05-05,Monaco,St Etienne,2.0,3.0,A,Monaco,St Etienne,H,L,0,33,2.0,3.0,-1.0,0,0,1,2018-19,Ligue 1
36,F1,2019-05-11,Nimes,Monaco,1.0,0.0,H,Monaco,Nimes,A,L,0,33,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
37,F1,2019-05-18,Monaco,Amiens,2.0,0.0,H,Monaco,Amiens,H,W,3,36,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
38,F1,2019-05-24,Nice,Monaco,2.0,0.0,H,Monaco,Nice,A,L,0,36,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
1,F1,2018-08-11,Montpellier,Dijon,1.0,2.0,A,Montpellier,Dijon,H,L,0,0,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
2,F1,2018-08-18,Amiens,Montpellier,1.0,2.0,A,Montpellier,Amiens,A,W,3,3,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
3,F1,2018-08-25,Montpellier,St Etienne,0.0,0.0,D,Montpellier,St Etienne,H,D,1,4,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
4,F1,2018-09-01,Reims,Montpellier,0.0,1.0,A,Montpellier,Reims,A,W,3,7,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
5,F1,2018-09-15,Montpellier,Strasbourg,1.0,1.0,D,Montpellier,Strasbourg,H,D,1,8,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
6,F1,2018-09-22,Montpellier,Nice,1.0,0.0,H,Montpellier,Nice,H,W,3,11,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
7,F1,2018-09-26,Caen,Montpellier,2.0,2.0,D,Montpellier,Caen,A,D,1,12,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
8,F1,2018-09-30,Montpellier,Nimes,3.0,0.0,H,Montpellier,Nimes,H,W,3,15,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
9,F1,2018-10-06,Guingamp,Montpellier,1.0,1.0,D,Montpellier,Guingamp,A,D,1,16,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
10,F1,2018-10-21,Montpellier,Bordeaux,2.0,0.0,H,Montpellier,Bordeaux,H,W,3,19,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
11,F1,2018-10-27,Toulouse,Montpellier,0.0,3.0,A,Montpellier,Toulouse,A,W,3,22,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
12,F1,2018-11-04,Montpellier,Marseille,3.0,0.0,H,Montpellier,Marseille,H,W,3,25,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
13,F1,2018-11-10,Angers,Montpellier,1.0,0.0,H,Montpellier,Angers,A,L,0,25,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
14,F1,2018-11-25,Montpellier,Rennes,2.0,2.0,D,Montpellier,Rennes,H,D,1,26,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
15,F1,2018-12-01,Monaco,Montpellier,1.0,2.0,A,Montpellier,Monaco,A,W,3,29,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
16,F1,2018-12-04,Montpellier,Lille,0.0,1.0,A,Montpellier,Lille,H,L,0,29,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
17,F1,2018-12-22,Montpellier,Lyon,1.0,1.0,D,Montpellier,Lyon,H,D,1,30,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
18,F1,2019-01-08,Nantes,Montpellier,2.0,0.0,H,Montpellier,Nantes,A,L,0,30,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
19,F1,2019-01-13,Dijon,Montpellier,1.0,1.0,D,Montpellier,Dijon,A,D,1,31,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
20,F1,2019-01-20,Rennes,Montpellier,0.0,0.0,D,Montpellier,Rennes,A,D,1,32,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
21,F1,2019-01-27,Montpellier,Caen,2.0,0.0,H,Montpellier,Caen,H,W,3,35,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
22,F1,2019-02-03,Nimes,Montpellier,1.0,1.0,D,Montpellier,Nimes,A,D,1,36,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
23,F1,2019-02-10,Montpellier,Monaco,2.0,2.0,D,Montpellier,Monaco,H,D,1,37,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
24,F1,2019-02-17,Lille,Montpellier,0.0,0.0,D,Montpellier,Lille,A,D,1,38,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
25,F1,2019-02-20,Paris SG,Montpellier,5.0,1.0,H,Montpellier,Paris SG,A,L,0,38,1.0,5.0,-4.0,0,0,1,2018-19,Ligue 1
26,F1,2019-02-24,Montpellier,Reims,2.0,4.0,A,Montpellier,Reims,H,L,0,38,2.0,4.0,-2.0,0,0,1,2018-19,Ligue 1
27,F1,2019-03-05,Bordeaux,Montpellier,1.0,2.0,A,Montpellier,Bordeaux,A,W,3,41,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
28,F1,2019-03-10,Montpellier,Angers,2.0,2.0,D,Montpellier,Angers,H,D,1,42,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
29,F1,2019-03-17,Lyon,Montpellier,3.0,2.0,H,Montpellier,Lyon,A,L,0,42,2.0,3.0,-1.0,0,0,1,2018-19,Ligue 1
30,F1,2019-04-03,Montpellier,Guingamp,2.0,0.0,H,Montpellier,Guingamp,H,W,3,45,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
31,F1,2019-04-07,Nice,Montpellier,1.0,0.0,H,Montpellier,Nice,A,L,0,45,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
32,F1,2019-04-14,Montpellier,Toulouse,2.0,1.0,H,Montpellier,Toulouse,H,W,3,48,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
33,F1,2019-04-20,Strasbourg,Montpellier,1.0,3.0,A,Montpellier,Strasbourg,A,W,3,51,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
34,F1,2019-04-30,Montpellier,Paris SG,3.0,2.0,H,Montpellier,Paris SG,H,W,3,54,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
35,F1,2019-05-05,Montpellier,Amiens,1.0,1.0,D,Montpellier,Amiens,H,D,1,55,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
36,F1,2019-05-10,St Etienne,Montpellier,0.0,1.0,A,Montpellier,St Etienne,A,W,3,58,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
37,F1,2019-05-18,Montpellier,Nantes,1.0,1.0,D,Montpellier,Nantes,H,D,1,59,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
38,F1,2019-05-24,Marseille,Montpellier,1.0,0.0,H,Montpellier,Marseille,A,L,0,59,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
1,F1,2018-08-11,Nantes,Monaco,1.0,3.0,A,Nantes,Monaco,H,L,0,0,1.0,3.0,-2.0,0,0,1,2018-19,Ligue 1
2,F1,2018-08-18,Dijon,Nantes,2.0,0.0,H,Nantes,Dijon,A,L,0,0,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
3,F1,2018-08-25,Nantes,Caen,1.0,1.0,D,Nantes,Caen,H,D,1,1,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
4,F1,2018-09-01,Strasbourg,Nantes,2.0,3.0,A,Nantes,Strasbourg,A,W,3,4,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
5,F1,2018-09-16,Nantes,Reims,0.0,0.0,D,Nantes,Reims,H,D,1,5,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
6,F1,2018-09-22,Lille,Nantes,2.0,1.0,H,Nantes,Lille,A,L,0,5,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
7,F1,2018-09-25,Nantes,Nice,1.0,2.0,A,Nantes,Nice,H,L,0,5,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
8,F1,2018-09-29,Lyon,Nantes,1.0,1.0,D,Nantes,Lyon,A,D,1,6,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
9,F1,2018-10-07,Bordeaux,Nantes,3.0,0.0,H,Nantes,Bordeaux,A,L,0,6,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
10,F1,2018-10-20,Nantes,Toulouse,4.0,0.0,H,Nantes,Toulouse,H,W,3,9,4.0,0.0,4.0,1,0,0,2018-19,Ligue 1
11,F1,2018-10-27,Amiens,Nantes,1.0,2.0,A,Nantes,Amiens,A,W,3,12,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
12,F1,2018-11-04,Nantes,Guingamp,5.0,0.0,H,Nantes,Guingamp,H,W,3,15,5.0,0.0,5.0,1,0,0,2018-19,Ligue 1
13,F1,2018-11-11,Rennes,Nantes,1.0,1.0,D,Nantes,Rennes,A,D,1,16,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
14,F1,2018-11-24,Nantes,Angers,1.0,1.0,D,Nantes,Angers,H,D,1,17,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
15,F1,2018-11-30,St Etienne,Nantes,3.0,0.0,H,Nantes,St Etienne,A,L,0,17,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
16,F1,2018-12-05,Nantes,Marseille,3.0,2.0,H,Nantes,Marseille,H,W,3,20,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
17,F1,2018-12-22,Paris SG,Nantes,1.0,0.0,H,Nantes,Paris SG,A,L,0,20,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
18,F1,2019-01-08,Nantes,Montpellier,2.0,0.0,H,Nantes,Montpellier,H,W,3,23,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
19,F1,2019-01-13,Nantes,Rennes,0.0,1.0,A,Nantes,Rennes,H,L,0,23,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
20,F1,2019-01-16,Nimes,Nantes,1.0,0.0,H,Nantes,Nimes,A,L,0,23,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
21,F1,2019-01-20,Angers,Nantes,1.0,0.0,H,Nantes,Angers,A,L,0,23,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
22,F1,2019-01-30,Nantes,St Etienne,1.0,1.0,D,Nantes,St Etienne,H,D,1,24,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
23,F1,2019-02-10,Nantes,Nimes,2.0,4.0,A,Nantes,Nimes,H,L,0,24,2.0,4.0,-2.0,0,0,1,2018-19,Ligue 1
24,F1,2019-02-13,Caen,Nantes,0.0,1.0,A,Nantes,Caen,A,W,3,27,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
25,F1,2019-02-16,Monaco,Nantes,1.0,0.0,H,Nantes,Monaco,A,L,0,27,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
26,F1,2019-02-24,Nantes,Bordeaux,1.0,0.0,H,Nantes,Bordeaux,H,W,3,30,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
27,F1,2019-03-03,Guingamp,Nantes,0.0,0.0,D,Nantes,Guingamp,A,D,1,31,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
28,F1,2019-03-17,Reims,Nantes,1.0,0.0,H,Nantes,Reims,A,L,0,31,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
29,F1,2019-03-31,Nantes,Lille,2.0,3.0,A,Nantes,Lille,H,L,0,31,2.0,3.0,-1.0,0,0,1,2018-19,Ligue 1
30,F1,2019-04-07,Toulouse,Nantes,1.0,0.0,H,Nantes,Toulouse,A,L,0,31,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
31,F1,2019-04-12,Nantes,Lyon,2.0,1.0,H,Nantes,Lyon,H,W,3,34,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
32,F1,2019-04-17,Nantes,Paris SG,3.0,2.0,H,Nantes,Paris SG,H,W,3,37,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
33,F1,2019-04-21,Nantes,Amiens,3.0,2.0,H,Nantes,Amiens,H,W,3,40,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
34,F1,2019-04-28,Marseille,Nantes,1.0,2.0,A,Nantes,Marseille,A,W,3,43,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
35,F1,2019-05-05,Nantes,Dijon,3.0,0.0,H,Nantes,Dijon,H,W,3,46,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
36,F1,2019-05-11,Nice,Nantes,1.0,1.0,D,Nantes,Nice,A,D,1,47,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
37,F1,2019-05-18,Montpellier,Nantes,1.0,1.0,D,Nantes,Montpellier,A,D,1,48,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
38,F1,2019-05-24,Nantes,Strasbourg,0.0,1.0,A,Nantes,Strasbourg,H,L,0,48,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
1,F1,2018-08-11,Nice,Reims,0.0,1.0,A,Nice,Reims,H,L,0,0,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
2,F1,2018-08-18,Caen,Nice,1.0,1.0,D,Nice,Caen,A,D,1,1,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
3,F1,2018-08-25,Nice,Dijon,0.0,4.0,A,Nice,Dijon,H,L,0,1,0.0,4.0,-4.0,0,0,1,2018-19,Ligue 1
4,F1,2018-08-31,Lyon,Nice,0.0,1.0,A,Nice,Lyon,A,W,3,4,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
5,F1,2018-09-14,Nice,Rennes,2.0,1.0,H,Nice,Rennes,H,W,3,7,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
6,F1,2018-09-22,Montpellier,Nice,1.0,0.0,H,Nice,Montpellier,A,L,0,7,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
7,F1,2018-09-25,Nantes,Nice,1.0,2.0,A,Nice,Nantes,A,W,3,10,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
8,F1,2018-09-29,Nice,Paris SG,0.0,3.0,A,Nice,Paris SG,H,L,0,10,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
9,F1,2018-10-05,Toulouse,Nice,1.0,1.0,D,Nice,Toulouse,A,D,1,11,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
10,F1,2018-10-21,Nice,Marseille,0.0,1.0,A,Nice,Marseille,H,L,0,11,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
11,F1,2018-10-28,Bordeaux,Nice,0.0,1.0,A,Nice,Bordeaux,A,W,3,14,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
12,F1,2018-11-03,Nice,Amiens,1.0,0.0,H,Nice,Amiens,H,W,3,17,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
13,F1,2018-11-10,Nimes,Nice,0.0,1.0,A,Nice,Nimes,A,W,3,20,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
14,F1,2018-11-25,Nice,Lille,2.0,0.0,H,Nice,Lille,H,W,3,23,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
15,F1,2018-12-01,Guingamp,Nice,0.0,0.0,D,Nice,Guingamp,A,D,1,24,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
16,F1,2018-12-04,Nice,Angers,0.0,0.0,D,Nice,Angers,H,D,1,25,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
17,F1,2018-12-16,Nice,St Etienne,1.0,1.0,D,Nice,St Etienne,H,D,1,26,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
18,F1,2018-12-22,Strasbourg,Nice,2.0,0.0,H,Nice,Strasbourg,A,L,0,26,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
19,F1,2019-01-12,Nice,Bordeaux,1.0,0.0,H,Nice,Bordeaux,H,W,3,29,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
20,F1,2019-01-16,Monaco,Nice,1.0,1.0,D,Nice,Monaco,A,D,1,30,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
21,F1,2019-01-19,Reims,Nice,1.0,1.0,D,Nice,Reims,A,D,1,31,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
22,F1,2019-01-26,Nice,Nimes,2.0,0.0,H,Nice,Nimes,H,W,3,34,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
23,F1,2019-02-01,Lille,Nice,4.0,0.0,H,Nice,Lille,A,L,0,34,0.0,4.0,-4.0,0,0,1,2018-19,Ligue 1
24,F1,2019-02-10,Nice,Lyon,1.0,0.0,H,Nice,Lyon,H,W,3,37,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
25,F1,2019-02-16,Angers,Nice,3.0,0.0,H,Nice,Angers,A,L,0,37,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
26,F1,2019-02-23,Amiens,Nice,1.0,0.0,H,Nice,Amiens,A,L,0,37,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
27,F1,2019-03-03,Nice,Strasbourg,1.0,0.0,H,Nice,Strasbourg,H,W,3,40,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
28,F1,2019-03-10,Marseille,Nice,1.0,0.0,H,Nice,Marseille,A,L,0,40,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
29,F1,2019-03-15,Nice,Toulouse,1.0,1.0,D,Nice,Toulouse,H,D,1,41,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
30,F1,2019-03-31,Dijon,Nice,0.0,1.0,A,Nice,Dijon,A,W,3,44,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
31,F1,2019-04-07,Nice,Montpellier,1.0,0.0,H,Nice,Montpellier,H,W,3,47,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
32,F1,2019-04-14,Rennes,Nice,0.0,0.0,D,Nice,Rennes,A,D,1,48,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
33,F1,2019-04-20,Nice,Caen,0.0,1.0,A,Nice,Caen,H,L,0,48,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
34,F1,2019-04-28,Nice,Guingamp,3.0,0.0,H,Nice,Guingamp,H,W,3,51,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
35,F1,2019-05-04,Paris SG,Nice,1.0,1.0,D,Nice,Paris SG,A,D,1,52,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
36,F1,2019-05-11,Nice,Nantes,1.0,1.0,D,Nice,Nantes,H,D,1,53,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
37,F1,2019-05-18,St Etienne,Nice,3.0,0.0,H,Nice,St Etienne,A,L,0,53,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
38,F1,2019-05-24,Nice,Monaco,2.0,0.0,H,Nice,Monaco,H,W,3,56,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
1,F1,2018-08-11,Angers,Nimes,3.0,4.0,A,Nimes,Angers,A,W,3,3,4.0,3.0,1.0,1,0,0,2018-19,Ligue 1
2,F1,2018-08-19,Nimes,Marseille,3.0,1.0,H,Nimes,Marseille,H,W,3,6,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
3,F1,2018-08-25,Toulouse,Nimes,1.0,0.0,H,Nimes,Toulouse,A,L,0,6,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
4,F1,2018-09-01,Nimes,Paris SG,2.0,4.0,A,Nimes,Paris SG,H,L,0,6,2.0,4.0,-2.0,0,0,1,2018-19,Ligue 1
5,F1,2018-09-16,Bordeaux,Nimes,3.0,3.0,D,Nimes,Bordeaux,A,D,1,7,3.0,3.0,0.0,0,1,0,2018-19,Ligue 1
6,F1,2018-09-21,Monaco,Nimes,1.0,1.0,D,Nimes,Monaco,A,D,1,8,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
7,F1,2018-09-26,Nimes,Guingamp,0.0,0.0,D,Nimes,Guingamp,H,D,1,9,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
8,F1,2018-09-30,Montpellier,Nimes,3.0,0.0,H,Nimes,Montpellier,A,L,0,9,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
9,F1,2018-10-06,Nimes,Reims,0.0,0.0,D,Nimes,Reims,H,D,1,10,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
10,F1,2018-10-19,Lyon,Nimes,2.0,0.0,H,Nimes,Lyon,A,L,0,10,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
11,F1,2018-10-26,Nimes,St Etienne,1.0,1.0,D,Nimes,St Etienne,H,D,1,11,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
12,F1,2018-11-03,Dijon,Nimes,0.0,4.0,A,Nimes,Dijon,A,W,3,14,4.0,0.0,4.0,1,0,0,2018-19,Ligue 1
13,F1,2018-11-10,Nimes,Nice,0.0,1.0,A,Nimes,Nice,H,L,0,14,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
14,F1,2018-11-24,Strasbourg,Nimes,0.0,1.0,A,Nimes,Strasbourg,A,W,3,17,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
15,F1,2018-12-01,Nimes,Amiens,3.0,0.0,H,Nimes,Amiens,H,W,3,20,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
16,F1,2018-12-05,Caen,Nimes,1.0,2.0,A,Nimes,Caen,A,W,3,23,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
17,F1,2018-12-16,Nimes,Lille,2.0,3.0,A,Nimes,Lille,H,L,0,23,2.0,3.0,-1.0,0,0,1,2018-19,Ligue 1
18,F1,2018-12-22,Rennes,Nimes,4.0,0.0,H,Nimes,Rennes,A,L,0,23,0.0,4.0,-4.0,0,0,1,2018-19,Ligue 1
19,F1,2019-01-16,Nimes,Nantes,1.0,0.0,H,Nimes,Nantes,H,W,3,26,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
20,F1,2019-01-19,Nimes,Toulouse,0.0,1.0,A,Nimes,Toulouse,H,L,0,26,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
21,F1,2019-01-23,Nimes,Angers,3.0,1.0,H,Nimes,Angers,H,W,3,29,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
22,F1,2019-01-26,Nice,Nimes,2.0,0.0,H,Nimes,Nice,A,L,0,29,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
23,F1,2019-02-03,Nimes,Montpellier,1.0,1.0,D,Nimes,Montpellier,H,D,1,30,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
24,F1,2019-02-10,Nantes,Nimes,2.0,4.0,A,Nimes,Nantes,A,W,3,33,4.0,2.0,2.0,1,0,0,2018-19,Ligue 1
25,F1,2019-02-15,Nimes,Dijon,2.0,0.0,H,Nimes,Dijon,H,W,3,36,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
26,F1,2019-02-23,Paris SG,Nimes,3.0,0.0,H,Nimes,Paris SG,A,L,0,36,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
27,F1,2019-03-09,Amiens,Nimes,2.0,1.0,H,Nimes,Amiens,A,L,0,36,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
28,F1,2019-03-16,Nimes,Strasbourg,2.0,2.0,D,Nimes,Strasbourg,H,D,1,37,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
29,F1,2019-04-01,St Etienne,Nimes,2.0,1.0,H,Nimes,St Etienne,A,L,0,37,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
30,F1,2019-04-06,Nimes,Caen,2.0,0.0,H,Nimes,Caen,H,W,3,40,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
31,F1,2019-04-09,Nimes,Rennes,3.0,1.0,H,Nimes,Rennes,H,W,3,43,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
32,F1,2019-04-13,Marseille,Nimes,2.0,1.0,H,Nimes,Marseille,A,L,0,43,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
33,F1,2019-04-20,Nimes,Bordeaux,2.0,1.0,H,Nimes,Bordeaux,H,W,3,46,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
34,F1,2019-04-28,Lille,Nimes,5.0,0.0,H,Nimes,Lille,A,L,0,46,0.0,5.0,-5.0,0,0,1,2018-19,Ligue 1
35,F1,2019-05-04,Reims,Nimes,0.0,3.0,A,Nimes,Reims,A,W,3,49,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
36,F1,2019-05-11,Nimes,Monaco,1.0,0.0,H,Nimes,Monaco,H,W,3,52,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
37,F1,2019-05-18,Guingamp,Nimes,2.0,2.0,D,Nimes,Guingamp,A,D,1,53,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
38,F1,2019-05-24,Nimes,Lyon,2.0,3.0,A,Nimes,Lyon,H,L,0,53,2.0,3.0,-1.0,0,0,1,2018-19,Ligue 1
1,F1,2018-08-12,Paris SG,Caen,3.0,0.0,H,Paris SG,Caen,H,W,3,3,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
2,F1,2018-08-18,Guingamp,Paris SG,1.0,3.0,A,Paris SG,Guingamp,A,W,3,6,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
3,F1,2018-08-25,Paris SG,Angers,3.0,1.0,H,Paris SG,Angers,H,W,3,9,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
4,F1,2018-09-01,Nimes,Paris SG,2.0,4.0,A,Paris SG,Nimes,A,W,3,12,4.0,2.0,2.0,1,0,0,2018-19,Ligue 1
5,F1,2018-09-14,Paris SG,St Etienne,4.0,0.0,H,Paris SG,St Etienne,H,W,3,15,4.0,0.0,4.0,1,0,0,2018-19,Ligue 1
6,F1,2018-09-23,Rennes,Paris SG,1.0,3.0,A,Paris SG,Rennes,A,W,3,18,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
7,F1,2018-09-26,Paris SG,Reims,4.0,1.0,H,Paris SG,Reims,H,W,3,21,4.0,1.0,3.0,1,0,0,2018-19,Ligue 1
