Played,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Team,Opposition,HomeAway,Result,MatchPoints,Points,GF,GA,GD,W,D,L,Season,League
6,F1,2018-09-23,Guingamp,Bordeaux,1.0,3.0,A,Guingamp,Bordeaux,H,L,0,0,1.0,3.0,-2.0,0,0,1,2018-19,Ligue 1
7,F1,2018-09-26,Nimes,Guingamp,0.0,0.0,D,Guingamp,Nimes,A,D,1,1,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
8,F1,2018-09-29,Angers,Guingamp,0.0,1.0,A,Guingamp,Angers,A,W,3,4,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
9,F1,2018-10-06,Guingamp,Montpellier,1.0,1.0,D,Guingamp,Montpellier,H,D,1,5,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
10,F1,2018-10-20,Caen,Guingamp,0.0,0.0,D,Guingamp,Caen,A,D,1,6,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
11,F1,2018-10-27,Guingamp,Strasbourg,1.0,1.0,D,Guingamp,Strasbourg,H,D,1,7,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
12,F1,2018-11-04,Nantes,Guingamp,5.0,0.0,H,Guingamp,Nantes,A,L,0,7,0.0,5.0,-5.0,0,0,1,2018-19,Ligue 1
13,F1,2018-11-10,Guingamp,Lyon,2.0,4.0,A,Guingamp,Lyon,H,L,0,7,2.0,4.0,-2.0,0,0,1,2018-19,Ligue 1
14,F1,2018-11-24,Reims,Guingamp,2.0,1.0,H,Guingamp,Reims,A,L,0,7,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
15,F1,2018-12-01,Guingamp,Nice,0.0,0.0,D,Guingamp,Nice,H,D,1,8,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
16,F1,2018-12-05,Dijon,Guingamp,2.0,1.0,H,Guingamp,Dijon,A,L,0,8,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
17,F1,2018-12-08,Guingamp,Amiens,1.0,2.0,A,Guingamp,Amiens,H,L,0,8,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
18,F1,2018-12-22,Monaco,Guingamp,0.0,2.0,A,Guingamp,Monaco,A,W,3,11,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
19,F1,2019-01-12,Guingamp,St Etienne,0.0,1.0,A,Guingamp,St Etienne,H,L,0,11,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
20,F1,2019-01-16,Guingamp,Rennes,2.0,1.0,H,Guingamp,Rennes,H,W,3,14,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
21,F1,2019-01-19,Paris SG,Guingamp,9.0,0.0,H,Guingamp,Paris SG,A,L,0,14,0.0,9.0,-9.0,0,0,1,2018-19,Ligue 1
22,F1,2019-01-26,Guingamp,Reims,0.0,1.0,A,Guingamp,Reims,H,L,0,14,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
23,F1,2019-02-10,Guingamp,Lille,0.0,2.0,A,Guingamp,Lille,H,L,0,14,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
24,F1,2019-02-15,Lyon,Guingamp,2.0,1.0,H,Guingamp,Lyon,A,L,0,14,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
25,F1,2019-02-20,Bordeaux,Guingamp,0.0,0.0,D,Guingamp,Bordeaux,A,D,1,15,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
26,F1,2019-02-23,Guingamp,Angers,1.0,0.0,H,Guingamp,Angers,H,W,3,18,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
27,F1,2019-03-03,Guingamp,Nantes,0.0,0.0,D,Guingamp,Nantes,H,D,1,19,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
28,F1,2019-03-10,Toulouse,Guingamp,1.0,0.0,H,Guingamp,Toulouse,A,L,0,19,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
29,F1,2019-03-16,Guingamp,Dijon,1.0,0.0,H,Guingamp,Dijon,H,W,3,22,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
30,F1,2019-04-03,Montpellier,Guingamp,2.0,0.0,H,Guingamp,Montpellier,A,L,0,22,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
31,F1,2019-04-06,Guingamp,Monaco,1.0,1.0,D,Guingamp,Monaco,H,D,1,23,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
32,F1,2019-04-13,Strasbourg,Guingamp,3.0,3.0,D,Guingamp,Strasbourg,A,D,1,24,3.0,3.0,0.0,0,1,0,2018-19,Ligue 1
33,F1,2019-04-20,Guingamp,Marseille,1.0,3.0,A,Guingamp,Marseille,H,L,0,24,1.0,3.0,-2.0,0,0,1,2018-19,Ligue 1
34,F1,2019-04-28,Nice,Guingamp,3.0,0.0,H,Guingamp,Nice,A,L,0,24,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
35,F1,2019-05-04,Guingamp,Caen,0.0,0.0,D,Guingamp,Caen,H,D,1,25,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
36,F1,2019-05-12,Rennes,Guingamp,1.0,1.0,D,Guingamp,Rennes,A,D,1,26,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
37,F1,2019-05-18,Guingamp,Nimes,2.0,2.0,D,Guingamp,Nimes,H,D,1,27,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
38,F1,2019-05-24,Amiens,Guingamp,2.0,1.0,H,Guingamp,Amiens,A,L,0,27,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
1,F1,2018-08-11,Lille,Rennes,3.0,1.0,H,Lille,Rennes,H,W,3,3,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
2,F1,2018-08-18,Monaco,Lille,0.0,0.0,D,Lille,Monaco,A,D,1,4,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
3,F1,2018-08-26,Lille,Guingamp,3.0,0.0,H,Lille,Guingamp,H,W,3,7,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
4,F1,2018-09-01,Angers,Lille,1.0,0.0,H,Lille,Angers,A,L,0,7,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
5,F1,2018-09-15,Amiens,Lille,2.0,3.0,A,Lille,Amiens,A,W,3,10,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
6,F1,2018-09-22,Lille,Nantes,2.0,1.0,H,Lille,Nantes,H,W,3,13,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
7,F1,2018-09-26,Bordeaux,Lille,1.0,0.0,H,Lille,Bordeaux,A,L,0,13,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
8,F1,2018-09-30,Lille,Marseille,3.0,0.0,H,Lille,Marseille,H,W,3,16,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
9,F1,2018-10-06,Lille,St Etienne,3.0,1.0,H,Lille,St Etienne,H,W,3,19,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
10,F1,2018-10-20,Dijon,Lille,1.0,2.0,A,Lille,Dijon,A,W,3,22,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
11,F1,2018-10-27,Lille,Caen,1.0,0.0,H,Lille,Caen,H,W,3,25,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
12,F1,2018-11-02,Paris SG,Lille,2.0,1.0,H,Lille,Paris SG,A,L,0,25,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
13,F1,2018-11-09,Lille,Strasbourg,0.0,0.0,D,Lille,Strasbourg,H,D,1,26,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
14,F1,2018-11-25,Nice,Lille,2.0,0.0,H,Lille,Nice,A,L,0,26,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
15,F1,2018-12-01,Lille,Lyon,2.0,2.0,D,Lille,Lyon,H,D,1,27,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
16,F1,2018-12-04,Montpellier,Lille,0.0,1.0,A,Lille,Montpellier,A,W,3,30,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
17,F1,2018-12-09,Lille,Reims,1.0,1.0,D,Lille,Reims,H,D,1,31,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
18,F1,2018-12-16,Nimes,Lille,2.0,3.0,A,Lille,Nimes,A,W,3,34,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
19,F1,2018-12-22,Lille,Toulouse,1.0,2.0,A,Lille,Toulouse,H,L,0,34,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
20,F1,2019-01-11,Caen,Lille,1.0,3.0,A,Lille,Caen,A,W,3,37,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
21,F1,2019-01-18,Lille,Amiens,2.0,1.0,H,Lille,Amiens,H,W,3,40,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
22,F1,2019-01-25,Marseille,Lille,1.0,2.0,A,Lille,Marseille,A,W,3,43,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
23,F1,2019-02-01,Lille,Nice,4.0,0.0,H,Lille,Nice,H,W,3,46,4.0,0.0,4.0,1,0,0,2018-19,Ligue 1
24,F1,2019-02-10,Guingamp,Lille,0.0,2.0,A,Lille,Guingamp,A,W,3,49,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
25,F1,2019-02-17,Lille,Montpellier,0.0,0.0,D,Lille,Montpellier,H,D,1,50,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
26,F1,2019-02-22,Strasbourg,Lille,1.0,1.0,D,Lille,Strasbourg,A,D,1,51,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
27,F1,2019-03-03,Lille,Dijon,1.0,0.0,H,Lille,Dijon,H,W,3,54,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
28,F1,2019-03-10,St Etienne,Lille,0.0,1.0,A,Lille,St Etienne,A,W,3,57,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
29,F1,2019-03-15,Lille,Monaco,0.0,1.0,A,Lille,Monaco,H,L,0,57,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
30,F1,2019-03-31,Nantes,Lille,2.0,3.0,A,Lille,Nantes,A,W,3,60,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
31,F1,2019-04-07,Reims,Lille,1.0,1.0,D,Lille,Reims,A,D,1,61,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
32,F1,2019-04-14,Lille,Paris SG,5.0,1.0,H,Lille,Paris SG,H,W,3,64,5.0,1.0,4.0,1,0,0,2018-19,Ligue 1
33,F1,2019-04-21,Toulouse,Lille,0.0,0.0,D,Lille,Toulouse,A,D,1,65,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
34,F1,2019-04-28,Lille,Nimes,5.0,0.0,H,Lille,Nimes,H,W,3,68,5.0,0.0,5.0,1,0,0,2018-19,Ligue 1
35,F1,2019-05-05,Lyon,Lille,2.0,2.0,D,Lille,Lyon,A,D,1,69,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
36,F1,2019-05-12,Lille,Bordeaux,1.0,0.0,H,Lille,Bordeaux,H,W,3,72,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
37,F1,2019-05-18,Lille,Angers,5.0,0.0,H,Lille,Angers,H,W,3,75,5.0,0.0,5.0,1,0,0,2018-19,Ligue 1
38,F1,2019-05-24,Rennes,Lille,3.0,1.0,H,Lille,Rennes,A,L,0,75,1.0,3.0,-2.0,0,0,1,2018-19,Ligue 1
1,F1,2018-08-12,Lyon,Amiens,2.0,0.0,H,Lyon,Amiens,H,W,3,3,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
2,F1,2018-08-17,Reims,Lyon,1.0,0.0,H,Lyon,Reims,A,L,0,3,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
3,F1,2018-08-24,Lyon,Strasbourg,2.0,0.0,H,Lyon,Strasbourg,H,W,3,6,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
4,F1,2018-08-31,Lyon,Nice,0.0,1.0,A,Lyon,Nice,H,L,0,6,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
5,F1,2018-09-15,Caen,Lyon,2.0,2.0,D,Lyon,Caen,A,D,1,7,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
6,F1,2018-09-23,Lyon,Marseille,4.0,2.0,H,Lyon,Marseille,H,W,3,10,4.0,2.0,2.0,1,0,0,2018-19,Ligue 1
7,F1,2018-09-26,Dijon,Lyon,0.0,3.0,A,Lyon,Dijon,A,W,3,13,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
8,F1,2018-09-29,Lyon,Nantes,1.0,1.0,D,Lyon,Nantes,H,D,1,14,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
9,F1,2018-10-07,Paris SG,Lyon,5.0,0.0,H,Lyon,Paris SG,A,L,0,14,0.0,5.0,-5.0,0,0,1,2018-19,Ligue 1
10,F1,2018-10-19,Lyon,Nimes,2.0,0.0,H,Lyon,Nimes,H,W,3,17,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
11,F1,2018-10-27,Angers,Lyon,1.0,2.0,A,Lyon,Angers,A,W,3,20,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
12,F1,2018-11-03,Lyon,Bordeaux,1.0,1.0,D,Lyon,Bordeaux,H,D,1,21,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
13,F1,2018-11-10,Guingamp,Lyon,2.0,4.0,A,Lyon,Guingamp,A,W,3,24,4.0,2.0,2.0,1,0,0,2018-19,Ligue 1
14,F1,2018-11-23,Lyon,St Etienne,1.0,0.0,H,Lyon,St Etienne,H,W,3,27,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
15,F1,2018-12-01,Lille,Lyon,2.0,2.0,D,Lyon,Lille,A,D,1,28,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
16,F1,2018-12-05,Lyon,Rennes,0.0,2.0,A,Lyon,Rennes,H,L,0,28,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
17,F1,2018-12-16,Lyon,Monaco,3.0,0.0,H,Lyon,Monaco,H,W,3,31,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
18,F1,2018-12-22,Montpellier,Lyon,1.0,1.0,D,Lyon,Montpellier,A,D,1,32,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
19,F1,2019-01-11,Lyon,Reims,1.0,1.0,D,Lyon,Reims,H,D,1,33,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
20,F1,2019-01-16,Toulouse,Lyon,2.0,2.0,D,Lyon,Toulouse,A,D,1,34,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
21,F1,2019-01-20,St Etienne,Lyon,1.0,2.0,A,Lyon,St Etienne,A,W,3,37,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
22,F1,2019-01-27,Amiens,Lyon,0.0,1.0,A,Lyon,Amiens,A,W,3,40,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
23,F1,2019-02-03,Lyon,Paris SG,2.0,1.0,H,Lyon,Paris SG,H,W,3,43,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
24,F1,2019-02-10,Nice,Lyon,1.0,0.0,H,Lyon,Nice,A,L,0,43,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
25,F1,2019-02-15,Lyon,Guingamp,2.0,1.0,H,Lyon,Guingamp,H,W,3,46,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
26,F1,2019-02-24,Monaco,Lyon,2.0,0.0,H,Lyon,Monaco,A,L,0,46,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
27,F1,2019-03-03,Lyon,Toulouse,5.0,1.0,H,Lyon,Toulouse,H,W,3,49,5.0,1.0,4.0,1,0,0,2018-19,Ligue 1
28,F1,2019-03-09,Strasbourg,Lyon,2.0,2.0,D,Lyon,Strasbourg,A,D,1,50,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
29,F1,2019-03-17,Lyon,Montpellier,3.0,2.0,H,Lyon,Montpellier,H,W,3,53,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
30,F1,2019-03-29,Rennes,Lyon,0.0,1.0,A,Lyon,Rennes,A,W,3,56,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
31,F1,2019-04-06,Lyon,Dijon,1.0,3.0,A,Lyon,Dijon,H,L,0,56,1.0,3.0,-2.0,0,0,1,2018-19,Ligue 1
32,F1,2019-04-12,Nantes,Lyon,2.0,1.0,H,Lyon,Nantes,A,L,0,56,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
33,F1,2019-04-19,Lyon,Angers,2.0,1.0,H,Lyon,Angers,H,W,3,59,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
34,F1,2019-04-26,Bordeaux,Lyon,2.0,3.0,A,Lyon,Bordeaux,A,W,3,62,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
35,F1,2019-05-05,Lyon,Lille,2.0,2.0,D,Lyon,Lille,H,D,1,63,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
36,F1,2019-05-12,Marseille,Lyon,0.0,3.0,A,Lyon,Marseille,A,W,3,66,3.0,0.0,3.0,1,0,0,2018-19,Ligue 1
37,F1,2019-05-18,Lyon,Caen,4.0,0.0,H,Lyon,Caen,H,W,3,69,4.0,0.0,4.0,1,0,0,2018-19,Ligue 1
38,F1,2019-05-24,Nimes,Lyon,2.0,3.0,A,Lyon,Nimes,A,W,3,72,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
1,F1,2018-08-10,Marseille,Toulouse,4.0,0.0,H,Marseille,Toulouse,H,W,3,3,4.0,0.0,4.0,1,0,0,2018-19,Ligue 1
2,F1,2018-08-19,Nimes,Marseille,3.0,1.0,H,Marseille,Nimes,A,L,0,3,1.0,3.0,-2.0,0,0,1,2018-19,Ligue 1
3,F1,2018-08-26,Marseille,Rennes,2.0,2.0,D,Marseille,Rennes,H,D,1,4,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
4,F1,2018-09-02,Monaco,Marseille,2.0,3.0,A,Marseille,Monaco,A,W,3,7,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
5,F1,2018-09-16,Marseille,Guingamp,4.0,0.0,H,Marseille,Guingamp,H,W,3,10,4.0,0.0,4.0,1,0,0,2018-19,Ligue 1
6,F1,2018-09-23,Lyon,Marseille,4.0,2.0,H,Marseille,Lyon,A,L,0,10,2.0,4.0,-2.0,0,0,1,2018-19,Ligue 1
7,F1,2018-09-26,Marseille,Strasbourg,3.0,2.0,H,Marseille,Strasbourg,H,W,3,13,3.0,2.0,1.0,1,0,0,2018-19,Ligue 1
8,F1,2018-09-30,Lille,Marseille,3.0,0.0,H,Marseille,Lille,A,L,0,13,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
9,F1,2018-10-07,Marseille,Caen,2.0,0.0,H,Marseille,Caen,H,W,3,16,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
10,F1,2018-10-21,Nice,Marseille,0.0,1.0,A,Marseille,Nice,A,W,3,19,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
11,F1,2018-10-28,Marseille,Paris SG,0.0,2.0,A,Marseille,Paris SG,H,L,0,19,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
12,F1,2018-11-04,Montpellier,Marseille,3.0,0.0,H,Marseille,Montpellier,A,L,0,19,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
13,F1,2018-11-11,Marseille,Dijon,2.0,0.0,H,Marseille,Dijon,H,W,3,22,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
14,F1,2018-11-25,Amiens,Marseille,1.0,3.0,A,Marseille,Amiens,A,W,3,25,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
15,F1,2018-12-02,Marseille,Reims,0.0,0.0,D,Marseille,Reims,H,D,1,26,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
16,F1,2018-12-05,Nantes,Marseille,3.0,2.0,H,Marseille,Nantes,A,L,0,26,2.0,3.0,-1.0,0,0,1,2018-19,Ligue 1
17,F1,2018-12-22,Angers,Marseille,1.0,1.0,D,Marseille,Angers,A,D,1,27,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
18,F1,2019-01-13,Marseille,Monaco,1.0,1.0,D,Marseille,Monaco,H,D,1,28,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
19,F1,2019-01-16,St Etienne,Marseille,2.0,1.0,H,Marseille,St Etienne,A,L,0,28,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
20,F1,2019-01-20,Caen,Marseille,0.0,1.0,A,Marseille,Caen,A,W,3,31,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
21,F1,2019-01-25,Marseille,Lille,1.0,2.0,A,Marseille,Lille,H,L,0,31,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
22,F1,2019-02-02,Reims,Marseille,2.0,1.0,H,Marseille,Reims,A,L,0,31,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
23,F1,2019-02-05,Marseille,Bordeaux,1.0,0.0,H,Marseille,Bordeaux,H,W,3,34,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
24,F1,2019-02-08,Dijon,Marseille,1.0,2.0,A,Marseille,Dijon,A,W,3,37,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
25,F1,2019-02-16,Marseille,Amiens,2.0,0.0,H,Marseille,Amiens,H,W,3,40,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
26,F1,2019-02-24,Rennes,Marseille,1.0,1.0,D,Marseille,Rennes,A,D,1,41,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
27,F1,2019-03-03,Marseille,St Etienne,2.0,0.0,H,Marseille,St Etienne,H,W,3,44,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
28,F1,2019-03-10,Marseille,Nice,1.0,0.0,H,Marseille,Nice,H,W,3,47,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
29,F1,2019-03-17,Paris SG,Marseille,3.0,1.0,H,Marseille,Paris SG,A,L,0,47,1.0,3.0,-2.0,0,0,1,2018-19,Ligue 1
30,F1,2019-03-30,Marseille,Angers,2.0,2.0,D,Marseille,Angers,H,D,1,48,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
31,F1,2019-04-05,Bordeaux,Marseille,2.0,0.0,H,Marseille,Bordeaux,A,L,0,48,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
32,F1,2019-04-13,Marseille,Nimes,2.0,1.0,H,Marseille,Nimes,H,W,3,51,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
33,F1,2019-04-20,Guingamp,Marseille,1.0,3.0,A,Marseille,Guingamp,A,W,3,54,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
34,F1,2019-04-28,Marseille,Nantes,1.0,2.0,A,Marseille,Nantes,H,L,0,54,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
35,F1,2019-05-03,Strasbourg,Marseille,1.0,1.0,D,Marseille,Strasbourg,A,D,1,55,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
36,F1,2019-05-12,Marseille,Lyon,0.0,3.0,A,Marseille,Lyon,H,L,0,55,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
37,F1,2019-05-18,Toulouse,Marseille,2.0,5.0,A,Marseille,Toulouse,A,W,3,58,5.0,2.0,3.0,1,0,0,2018-19,Ligue 1
38,F1,2019-05-24,Marseille,Montpellier,1.0,0.0,H,Marseille,Montpellier,H,W,3,61,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
1,F1,2018-08-11,Nantes,Monaco,1.0,3.0,A,Monaco,Nantes,A,W,3,3,3.0,1.0,2.0,1,0,0,2018-19,Ligue 1
2,F1,2018-08-18,Monaco,Lille,0.0,0.0,D,Monaco,Lille,H,D,1,4,0.0,0.0,0.0,0,1,0,2018-19,Ligue 1
3,F1,2018-08-26,Bordeaux,Monaco,2.0,1.0,H,Monaco,Bordeaux,A,L,0,4,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
4,F1,2018-09-02,Monaco,Marseille,2.0,3.0,A,Monaco,Marseille,H,L,0,4,2.0,3.0,-1.0,0,0,1,2018-19,Ligue 1
5,F1,2018-09-15,Toulouse,Monaco,1.0,1.0,D,Monaco,Toulouse,A,D,1,5,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
6,F1,2018-09-21,Monaco,Nimes,1.0,1.0,D,Monaco,Nimes,H,D,1,6,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
7,F1,2018-09-25,Monaco,Angers,0.0,1.0,A,Monaco,Angers,H,L,0,6,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
8,F1,2018-09-28,St Etienne,Monaco,2.0,0.0,H,Monaco,St Etienne,A,L,0,6,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
9,F1,2018-10-07,Monaco,Rennes,1.0,2.0,A,Monaco,Rennes,H,L,0,6,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
10,F1,2018-10-20,Strasbourg,Monaco,2.0,1.0,H,Monaco,Strasbourg,A,L,0,6,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
11,F1,2018-10-27,Monaco,Dijon,2.0,2.0,D,Monaco,Dijon,H,D,1,7,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
12,F1,2018-11-03,Reims,Monaco,1.0,0.0,H,Monaco,Reims,A,L,0,7,0.0,1.0,-1.0,0,0,1,2018-19,Ligue 1
13,F1,2018-11-11,Monaco,Paris SG,0.0,4.0,A,Monaco,Paris SG,H,L,0,7,0.0,4.0,-4.0,0,0,1,2018-19,Ligue 1
14,F1,2018-11-24,Caen,Monaco,0.0,1.0,A,Monaco,Caen,A,W,3,10,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
15,F1,2018-12-01,Monaco,Montpellier,1.0,2.0,A,Monaco,Montpellier,H,L,0,10,1.0,2.0,-1.0,0,0,1,2018-19,Ligue 1
16,F1,2018-12-04,Amiens,Monaco,0.0,2.0,A,Monaco,Amiens,A,W,3,13,2.0,0.0,2.0,1,0,0,2018-19,Ligue 1
17,F1,2018-12-16,Lyon,Monaco,3.0,0.0,H,Monaco,Lyon,A,L,0,13,0.0,3.0,-3.0,0,0,1,2018-19,Ligue 1
18,F1,2018-12-22,Monaco,Guingamp,0.0,2.0,A,Monaco,Guingamp,H,L,0,13,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
19,F1,2019-01-13,Marseille,Monaco,1.0,1.0,D,Monaco,Marseille,A,D,1,14,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
20,F1,2019-01-16,Monaco,Nice,1.0,1.0,D,Monaco,Nice,H,D,1,15,1.0,1.0,0.0,0,1,0,2018-19,Ligue 1
21,F1,2019-01-19,Monaco,Strasbourg,1.0,5.0,A,Monaco,Strasbourg,H,L,0,15,1.0,5.0,-4.0,0,0,1,2018-19,Ligue 1
22,F1,2019-01-26,Dijon,Monaco,2.0,0.0,H,Monaco,Dijon,A,L,0,15,0.0,2.0,-2.0,0,0,1,2018-19,Ligue 1
23,F1,2019-02-02,Monaco,Toulouse,2.0,1.0,H,Monaco,Toulouse,H,W,3,18,2.0,1.0,1.0,1,0,0,2018-19,Ligue 1
24,F1,2019-02-10,Montpellier,Monaco,2.0,2.0,D,Monaco,Montpellier,A,D,1,19,2.0,2.0,0.0,0,1,0,2018-19,Ligue 1
25,F1,2019-02-16,Monaco,Nantes,1.0,0.0,H,Monaco,Nantes,H,W,3,22,1.0,0.0,1.0,1,0,0,2018-19,Ligue 1
